train_acc,train_loss,val_acc,val_loss
0.05387368421052632,4.235849,0.10439999999999999,3.856814
0.11896842105263158,3.7336826,0.1496,3.550968
0.16530526315789476,3.4541879,0.1668,3.4528701
0.22006315789473685,3.1431658,0.2812,2.8784046
0.2742526315789473,2.8487582,0.25120000000000003,3.0407174
0.3148421052631579,2.639838,0.3256,2.5575035
0.36178947368421055,2.4255896,0.4003999999999999,2.2237663
0.3896210526315789,2.2863376,0.3416,2.4484398
0.4156,2.172089,0.42800000000000005,2.1038857
0.44229473684210535,2.053205,0.44799999999999995,2.0184276
0.4519368421052632,1.9960247,0.38199999999999995,2.4060895
0.4767368421052632,1.8994727,0.4868,1.8371568
0.49035789473684216,1.8345954,0.442,2.1367667
0.4984842105263158,1.7979811,0.44239999999999996,2.07923
0.5192842105263158,1.7215867,0.516,1.7218825
0.5258315789473684,1.6936947,0.41200000000000003,2.2718246
0.5329052631578948,1.658286,0.5147999999999999,1.7502882
0.5486105263157895,1.5985535,0.5152,1.7273117
0.5478526315789474,1.5886303,0.45439999999999997,1.9913974
0.565642105263158,1.5346326,0.5376000000000001,1.6173874
0.5692631578947368,1.5072109,0.4832,1.899693
0.5742947368421053,1.4949794,0.5055999999999999,1.7589995
0.5854736842105264,1.4403832,0.5640000000000001,1.5553757
0.5862105263157894,1.4369678,0.4412,2.1992896
0.5890736842105264,1.4174769,0.5479999999999999,1.5703348
0.6059789473684212,1.371862,0.5676000000000001,1.528048
0.6030947368421054,1.3731171,0.5052,1.813581
0.6133263157894737,1.3394073,0.5692,1.4953301
0.6225894736842106,1.3068755,0.5292,1.7353798
0.6157894736842106,1.3197348,0.5344000000000001,1.6605626
0.6302526315789473,1.2705275,0.5820000000000001,1.4967636
0.6325052631578947,1.2698497,0.48719999999999997,2.0087159
0.6324,1.2522136,0.5648000000000001,1.5465786
0.6413473684210526,1.230814,0.5768,1.5170457
0.6400842105263157,1.2304753,0.5188,1.8155487
0.6489052631578948,1.1954367,0.5892000000000001,1.4856967
0.6536421052631579,1.1819426,0.5652,1.6295015
0.6469263157894736,1.1969912,0.5624,1.5962038
0.6585684210526316,1.1530397,0.6036,1.4379032
0.6604210526315789,1.1535984,0.5272000000000001,1.8047881
0.6589052631578948,1.1508275,0.5855999999999999,1.4866171
0.6697263157894737,1.1151156,0.5811999999999999,1.5368
0.6649473684210527,1.1304556,0.5236,1.8545445
0.6755157894736841,1.0946903,0.5916,1.462885
0.6759157894736842,1.0909537,0.5603999999999999,1.6387115
0.6730947368421052,1.0953425,0.5744,1.5785053
0.6815157894736842,1.0602295,0.6024,1.4175279
0.6848631578947368,1.0635747,0.5264,1.7922609
0.6850315789473684,1.0576763,0.5892,1.4796507
0.6919789473684209,1.028763,0.596,1.4920758
0.6899368421052632,1.0382663,0.5451999999999999,1.7746543
0.6916,1.0218532,0.5972,1.4701278
0.6960421052631579,1.0107348,0.572,1.6779377
0.6937894736842105,1.0157402,0.5684,1.684572
0.7043368421052632,0.9823437,0.618,1.4287399
0.7039157894736843,0.98168236,0.5424,1.7728014
0.7036842105263158,0.9843624,0.5980000000000001,1.4973552
0.7109894736842106,0.96274066,0.5992000000000001,1.5013782
0.7065052631578949,0.9661454,0.5524,1.7999787
0.7110105263157894,0.95115006,0.6052,1.4854872
0.7152000000000001,0.9394648,0.5780000000000001,1.6496216
0.7118105263157894,0.95021766,0.5808000000000001,1.5864456
0.7206736842105264,0.92184424,0.6188,1.4653605
0.7202736842105263,0.9234398,0.5720000000000001,1.6978184
0.7179999999999999,0.92590255,0.6012000000000001,1.4674215
0.7263789473684211,0.9002447,0.6076,1.4775923
0.7209684210526317,0.91261613,0.5764,1.7103875
0.7276631578947368,0.8992849,0.6067999999999999,1.4875067
0.7286315789473685,0.8860484,0.5800000000000001,1.7108262
0.7265052631578947,0.8962183,0.5855999999999999,1.5869442
0.7358947368421052,0.86329526,0.6156,1.4512322
0.7337052631578949,0.8718288,0.5736,1.6562458
0.7318736842105262,0.8748669,0.6136,1.4944139
0.7398736842105262,0.8519592,0.6036,1.5519882
0.738,0.8592448,0.546,1.7963713
0.740442105263158,0.84591836,0.6155999999999999,1.4740094
0.7435368421052632,0.8326139,0.6044,1.6191167
0.7402315789473685,0.84668946,0.5883999999999999,1.6549951
0.7440631578947369,0.82618165,0.6156,1.4654692
0.745578947368421,0.8270383,0.5688,1.8127819
0.7481894736842105,0.82283604,0.6052,1.5510755
0.7527789473684211,0.799863,0.6204,1.5239202
0.7461052631578947,0.8202258,0.5892000000000001,1.7117856
0.7521894736842104,0.8011027,0.6304000000000001,1.4817078
0.7545684210526314,0.7873034,0.5896,1.7168599
0.7489894736842105,0.805759,0.5912000000000001,1.6567588
0.7599157894736842,0.77388877,0.6148,1.4857825
0.7545052631578947,0.78988016,0.5795999999999999,1.7339517
0.7589052631578947,0.77583385,0.606,1.5947261
0.7614736842105263,0.7686017,0.6136,1.5654477
0.7603789473684212,0.7794326,0.5716,1.820084
0.7641052631578947,0.7541387,0.6268,1.5251105
0.7646947368421053,0.75783587,0.6088,1.7087486
0.7585473684210526,0.7737232,0.5952,1.6813262
0.7681473684210527,0.74621516,0.6204,1.522161
0.7660631578947368,0.74499,0.5811999999999999,1.8231621
0.7674105263157894,0.752062,0.6172,1.6222459
0.7724,0.7220376,0.6144000000000001,1.5646626
0.7674526315789473,0.7451917,0.5888,1.7101059
0.7726947368421052,0.7260123,0.6196,1.5499905
