train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.607242
0.009326315789473684,4.6068563,0.0092,4.606588
0.009747368421052631,4.606221,0.0084,4.606326
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009873684210526314,4.605887,0.0076,4.6068487
0.009136842105263157,4.605854,0.008,4.6074386
0.009536842105263158,4.605796,0.007200000000000001,4.6064863
0.009600000000000001,4.6057415,0.0072,4.6065044
0.009305263157894737,4.6058245,0.0076,4.6067715
0.009157894736842104,4.6057215,0.007600000000000001,4.606493
0.009094736842105263,4.6057076,0.007200000000000001,4.6067543
0.010021052631578946,4.6056848,0.007200000000000001,4.6068745
0.01031578947368421,4.605697,0.0072,4.6067495
0.009642105263157895,4.6057744,0.0072,4.607024
0.01031578947368421,4.6056023,0.0064,4.6071324
0.010189473684210526,4.605698,0.0064,4.606932
0.009957894736842107,4.605643,0.006400000000000001,4.606853
0.009431578947368423,4.605587,0.0064,4.607067
0.009305263157894737,4.605722,0.008,4.607033
0.010105263157894739,4.6056466,0.0072,4.607218
0.00934736842105263,4.6057687,0.0076,4.6069536
0.009600000000000001,4.6057043,0.0072,4.606995
0.009810526315789474,4.6055427,0.0084,4.6068463
0.009263157894736843,4.6056404,0.0076,4.6071115
0.009747368421052631,4.6056066,0.008,4.6067576
0.009494736842105262,4.6055913,0.0068,4.6069617
0.00846315789473684,4.605673,0.009200000000000002,4.606373
0.00951578947368421,4.6056013,0.011200000000000002,4.606692
0.00911578947368421,4.605629,0.0072,4.6068745
0.00911578947368421,4.6056643,0.0072,4.606761
0.009242105263157894,4.6055913,0.012,4.6070614
0.010168421052631578,4.605683,0.012000000000000002,4.6066475
0.009389473684210526,4.6055827,0.0072,4.6067185
0.009705263157894736,4.6055746,0.007200000000000001,4.606773
0.010147368421052632,4.6055956,0.0072,4.6072016
0.009600000000000001,4.6055,0.007200000000000001,4.6071987
0.009557894736842105,4.6055408,0.0072,4.6072984
0.009600000000000001,4.6055684,0.0072,4.6073103
0.00936842105263158,4.6055355,0.0072,4.6072454
0.009810526315789474,4.6056175,0.0072,4.607359
0.00934736842105263,4.60559,0.0072,4.607222
0.009978947368421053,4.605565,0.008,4.6071153
0.00911578947368421,4.6055803,0.008,4.60715
0.00951578947368421,4.6055026,0.0076,4.6073513
0.009431578947368423,4.60555,0.008,4.607168
0.009936842105263159,4.605512,0.006400000000000001,4.606934
0.010000000000000002,4.6055007,0.0064,4.6069927
0.00951578947368421,4.6055703,0.0064,4.606839
0.00951578947368421,4.6055336,0.0064,4.607073
0.00911578947368421,4.6054974,0.008,4.6068807
0.00928421052631579,4.6055665,0.008,4.606808
0.01,4.6054583,0.008,4.60694
0.009536842105263158,4.605509,0.0064,4.6067185
0.009494736842105262,4.605527,0.01,4.606605
0.008799999999999999,4.6054573,0.009600000000000001,4.606596
0.008968421052631579,4.605546,0.008,4.6063704
0.009978947368421053,4.605515,0.0064,4.6069155
0.009431578947368423,4.605436,0.0096,4.607169
0.009810526315789474,4.605517,0.0076,4.607414
0.010126315789473685,4.6054554,0.0076,4.607465
0.009452631578947369,4.605468,0.0088,4.607199
0.010042105263157896,4.6055045,0.007200000000000001,4.6070757
0.009789473684210527,4.6054688,0.0072,4.6070967
0.009726315789473682,4.605498,0.007200000000000001,4.6070147
0.009410526315789475,4.6054597,0.0072,4.607077
0.009557894736842105,4.605447,0.009600000000000001,4.6069813
0.009389473684210526,4.6055036,0.0076,4.607045
0.009494736842105262,4.605448,0.0084,4.6070504
0.009263157894736843,4.605543,0.0076,4.606969
0.009726315789473684,4.605509,0.006400000000000001,4.607018
0.009705263157894738,4.605417,0.0084,4.6070957
0.009473684210526316,4.6054716,0.0072,4.6070557
0.009663157894736842,4.605443,0.0076,4.60714
0.009957894736842107,4.605425,0.0076,4.6071644
0.009663157894736842,4.605462,0.0088,4.6071467
0.009789473684210527,4.60546,0.0076,4.6072536
0.009915789473684213,4.6054606,0.0076,4.6072006
0.009663157894736842,4.605447,0.008400000000000001,4.6071067
0.010084210526315791,4.605416,0.008,4.606958
0.009621052631578949,4.6054635,0.008,4.60704
0.00976842105263158,4.6054378,0.008,4.6071544
0.009936842105263159,4.6054225,0.007200000000000001,4.6070538
0.009515789473684212,4.6054726,0.0072,4.6068196
0.009536842105263158,4.6054783,0.0072,4.6066804
0.009726315789473684,4.6054635,0.0104,4.606887
0.00976842105263158,4.605461,0.0104,4.606835
0.008989473684210525,4.605404,0.009600000000000001,4.6069517
0.00934736842105263,4.6054606,0.0076,4.6069617
0.009663157894736842,4.6054482,0.0092,4.607028
0.009621052631578949,4.605437,0.0068000000000000005,4.607085
0.008884210526315791,4.605451,0.008400000000000001,4.6069617
0.009978947368421053,4.605424,0.009600000000000001,4.6069818
0.010189473684210526,4.6054525,0.007200000000000001,4.6069393
0.010294736842105265,4.605463,0.0072,4.6067233
0.009726315789473684,4.6053886,0.0076,4.606553
0.01,4.605483,0.006400000000000001,4.606738
0.009094736842105263,4.605451,0.006400000000000001,4.606941
0.009705263157894736,4.6054444,0.008,4.606917
0.009663157894736842,4.6054697,0.0076,4.606897
0.009600000000000001,4.6054378,0.0064,4.6072755
